"";"CTL.1";"CTL.2";"CTL.3";"CTL.4";"PD1.1";"PD1.2";"PD1.3";"PD1.4";"CMP.1";"CMP.3";"CMP.4"
"TC1100003422.mm.2";7,57597815601405;7,63932381915216;7,57968656484292;7,77461210053766;7,37593195850035;7,77195340561659;5,09227597910683;7,56614900285065;7,09473949895403;7,59056435281998;7,63771824374526
"TC0500003051.mm.2";10,3958690182142;10,048563630372;10,0677773423052;10,2393745715155;10,0776618785549;9,90338302565697;9,7000019812776;10,0300756182858;10,0093692137508;9,96317539537524;10,3423425139455
"TC1100003434.mm.2";9,08935450513367;8,91100730268377;8,8937192261659;8,84760513586931;8,6902560770277;8,77892537944477;8,97376520377682;8,85604249582371;8,83396918222493;8,54029369844887;8,79217743041211
"TC0100000524.mm.2";6,27550550856512;6,03140207411474;5,94021442047498;6,1294327675852;5,57732723014921;5,52504832218105;5,38067931584805;6,19883678239501;6,49625897206445;6,75550430131474;6,16788944645228
"TC1100003566.mm.2";6,58702504763652;6,47573147546343;6,45749133025157;6,51501383710946;6,6349439153469;6,22087622102454;5,2920300920064;6,41310093771561;5,96342756458115;6,5233515202797;6,58389181328954
"TC0800000479.mm.2";1,75159528941501;1,83811965749961;1,85275965862577;2,41936079768889;1,89122994176753;1,82646493828993;2,48281874157488;1,5847614884078;2,131149747439;2,05812513976859;2,20084091884281
"TC1100001484.mm.2";2,59574240832457;3,16620508567709;2,92465018370043;2,72512226512237;2,71919998485934;2,96695078161587;2,96024801378868;2,90333879952263;2,94002052179152;2,7436499586336;2,98223796468091
"TC1100003710.mm.2";3,27495919664612;2,53697137956911;2,41638431754113;2,83885858301037;2,44492984836862;2,32719731790974;3,04143033507872;2,41444708897924;3,01082740327643;2,80157420588264;2,77821559310124
"TC1600001976.mm.2";6,58322763775396;6,51384981035538;5,77108933849528;6,56033785736451;5,81348587355298;5,50070967660714;6,57286573038044;5,72444510721287;6,42325342446434;6,13356386849146;6,89778923451535
"TC1100001650.mm.2";7,0771644500732;6,76650319171848;6,84054654876759;6,42896066100522;6,91287965108651;6,81349916100612;6,60329258739542;6,33611973842508;6,78715346960043;6,02100371321956;6,68012797181417
"TC1100003841.mm.2";7,55700126472125;7,3673721642526;7,32859699656221;6,96983472385375;7,07504114753094;7,28818128159025;6,21466156403964;7,31981396937191;6,9604907099077;7,27443333164371;7,17599089887433
"TC1200000316.mm.2";2,79426252768961;2,14702535486262;3,12540561578759;1,99318054277201;2,13679545393704;2,03646746651184;2,49581744321622;2,78798894197447;2,55937088494497;2,82628881468679;3,07220958075615
"TC1100001724.mm.2";2,18682736675066;1,8986814429763;2,74334926764673;2,51997642280863;2,24677992229376;2,14485994733529;1,9228415344823;1,9607556740751;2,39390708141337;2,33559566957362;2,29239991274174
"TC0200001234.mm.2";5,84937817165293;5,91953564230081;4,31289086915544;4,69162692735293;4,86537986968069;4,63038007414859;5,8394519583473;5,50526034744614;5,79188243666457;5,01898514646146;5,56263745753655
"TC0100003627.mm.2";7,96720910437975;7,91995065310697;7,80397966596758;7,68877099636005;7,95803985488812;8,08911425328873;7,68382939343687;8,03878820429654;8,12284860222274;8,15176724515955;7,85172190038826
"TC1100004040.mm.2";2,53084979741982;2,69979639743419;2,59018684967511;3,27589242625301;3,03482896892071;2,4292355044475;2,59057091002102;2,70926750972405;2,77503559669651;2,61620485529239;2,66812124943517
"TC1100001889.mm.2";6,53746533044479;5,87858130412206;6,17023088458894;6,34116986098149;6,52203511198977;6,22879454084403;6,73715269356993;6,62261702377117;6,3184352679097;6,51067439611012;6,23967994478806
"TC1100001891.mm.2";6,95397201693324;6,92966384222853;6,82434736918804;7,54992483678565;6,70875814627237;6,8051707497521;6,12897567890501;6,35612026159062;6,50021125486785;6,76434879604762;7,29843675249566
"TC1100000902.mm.2";4,97454890682035;5,45374986245141;5,6972567044906;6,05818905340686;6,03522057860285;4,90542058116474;5,76653031244045;5,33096955621739;6,02367387202325;5,00646942617807;5,97942992085776
"TC1100001992.mm.2";2,91276797433979;2,93570412488225;3,50650236369835;2,70080374886891;2,83838190594645;2,40944622024886;4,00646058385237;3,0588837366902;3,01321705052323;3,09138258693071;3,05399435065877
"TC0800002722.mm.2";9,19075080748494;9,45208249836777;9,1352390088175;9,73010334041828;9,38489330582317;9,41421243845846;9,20078190558615;9,13035025049983;9,44501763993063;9,63749932273565;9,60562267447877
"TC1100002025.mm.2";2,50002335057485;2,89619891019554;2,25094607174909;2,77943321510794;3,50012013909901;2,83301841639041;2,89384558449883;3,43529726265533;3,34382109128696;2,51305108836121;3,63805743900758
"TC1100002060.mm.2";6,4415782482435;6,57073495977994;6,45819858996845;6,70694675835697;6,86235547490806;6,88343022878627;7,04338577444135;6,25969893092245;6,01416497868685;5,68463358494794;6,56973470379233
"TC1100002064.mm.2";6,98875549574334;7,27904578901419;7,11039395123835;6,62747191966197;7,23297211119464;7,09547659577861;6,69753612704757;7,28971399692815;7,23924153798966;6,95860873814821;7,04338334907717
"TC1200000037.mm.2";8,04389942222799;7,94357701461232;7,98129942077586;7,43421635766485;8,1125164321949;8,05560904349845;7,82030282749567;7,86829344056108;7,67405697525587;7,43428988857625;7,68859539841854
"TC1000000851.mm.2";3,54026470664402;3,45641519676111;3,7380965121732;3,35821154991946;3,25658780710189;3,17203017258523;3,35771864604393;3,81299608196088;3,36791993447;3,74876480473197;3,66469436250072
"TC1200000057.mm.2";4,15469798091607;3,98590429566303;3,98825324835143;4,2348199355685;4,06923838595406;4,07347921126339;4,48668975563293;4,19518948341673;4,42966908537969;3,61158931658344;4,13249897072588
"TC1200001393.mm.2";3,74479594838118;4,10204928378862;4,71597655184083;4,57936525852271;4,01590697392633;3,89596244987903;4,85683500460373;4,59479093302261;3,83237527894987;3,62066050049641;4,77161668649438
"TC0900002406.mm.2";9,29238677507288;9,43895358215175;9,28347118843668;9,35122517366598;9,13336315110573;9,44994663024561;9,51577588698505;9,40141554176248;9,14885414425791;9,68862145866552;9,21314430492906
"TC0900003066.mm.2";8,14137692299084;7,87835784195217;8,01254748057555;8,37602974899904;7,7426568131739;8,02251071494368;8,17420180490883;7,75866568946534;7,56230611339209;7,93935412301233;7,87259610244512
"TC1200001416.mm.2";4,77211234859075;4,78807615284194;5,12779145388017;4,93516995533494;4,47508581968421;4,86992134695033;5,25017464197856;4,2141763525541;5,51871102487897;3,99932625919453;4,37531972699618
"TC0800001923.mm.2";10,2265522029392;10,1978311331898;10,1136772828159;10,1091979213976;9,95822251253866;9,959269265444;9,83175380816718;9,99714723422261;9,76010437442431;9,81690256082462;10,0161538541362
"TC1200000270.mm.2";8,39891255630227;8,63881688309726;8,48295207558451;8,60827699964232;8,31442675722327;8,3914112415822;7,44278807860677;8,36237367555555;7,84604961887832;8,1529022459142;8,22958696670322
"TC1200000359.mm.2";5,79296162264833;5,49231839388165;5,42954542194116;5,66696099774322;5,51083843457118;5,93101767532467;4,69612393903878;5,68176366555189;5,83390501952301;7,61036102428491;5,16808212608659
"TC1200000432.mm.2";5,6477081501514;4,98543252235733;5,42003763700724;4,9967104637795;4,67223278911063;5,13857708449042;4,07049575277884;5,68583675165216;5,47659574779387;4,79237059183286;5,71717667803024
"TC1200000509.mm.2";3,67762563904541;2,74418720279661;2,33438066550656;2,93277761443878;3,21345088063153;2,87436051264162;3,68586648660328;3,05191367871069;3,0253562541256;2,9592889581073;2,47223962043795
"TC0900000544.mm.2";7,14196155340872;7,43028763355202;7,6113165799024;7,11136201194743;7,59866705723044;7,65889501122401;7,24197215524419;7,66061169537897;7,44090676429346;7,28914678767281;7,46842342708765
"TC1200001841.mm.2";4,61286136742966;4,35795026535493;4,69479796171458;4,25640951002365;4,49707861844435;3,61118778926277;4,37089218175607;4,82716617206914;4,30762526442162;3,95767761619377;5,21069914746272
"TC1200000604.mm.2";7,24331536220302;7,13611191124536;7,26288436890809;6,96660122681426;7,57220347218126;7,83121666552486;6,81848240275204;7,23829995700323;7,36310219961448;7,36601639492265;7,00018859233087
"TC1900000960.mm.2";10,0064987932436;10,0575890926254;10,1037922739072;9,85142900409463;10,1489866258749;9,53140060037311;10,4655116775358;10,1349273912871;10,3824437459338;9,04204074742557;10,2006006086896
"TC1200001898.mm.2";4,98714216572823;4,75307438627957;5,28018416007574;5,33568944811015;4,83477775540755;4,70798957826952;4,2171963864717;5,17705283242175;3,84508101883746;4,27148190402388;4,86705910712876
"TC1200001921.mm.2";3,85236210803147;3,38572207214636;3,45165177739442;3,73711104159862;3,43085047501358;3,71330480195103;3,33523094037572;3,32274850704679;3,1450105444398;3,04790236389589;3,97298701428858
"TC1200000657.mm.2";3,74151100766539;3,70174459302705;3,66305871602486;3,50588470777376;3,06147002986103;4,10019999426577;2,9871779596851;3,08865969145142;3,30503823314597;3,64539078399744;3,28780065272343
"TC0100001786.mm.2";8,31452081576707;8,16535275329704;8,07779191437455;8,23403144484938;8,00448229985051;8,16964795689519;7,63425531260992;8,10846997987068;7,89531995733523;8,16491240536295;8,00983174538018
"TC1200001931.mm.2";3,27474793236636;2,67951269152328;3,03239185523465;2,6970590142115;2,72171876212061;2,74088391040369;3,65545440489933;2,87902539013802;3,59964810216022;2,82782991945886;2,20715284589982
"TC1200000676.mm.2";4,13136410248767;4,07027753025318;4,12317293800922;4,73765872291541;3,96204027309143;4,13931161336947;4,11666856725459;4,29697479596846;3,86833682486248;3,76553794777216;3,34106266691478
"TC1000000428.mm.2";2,77752679022571;2,5508829443326;3,19184877407618;2,61857833646449;2,82600603336499;2,46989828507791;3,17439146177168;2,46814245081792;2,68216584929983;2,62960748540845;2,07586709613961
"TC1100003858.mm.2";5,62442360014236;5,34900714150786;5,30242838064299;5,72329229242225;5,46562341895764;5,47169170757099;4,88220136935167;5,55492095721182;4,48694984268044;5,02665867227223;5,40810695587374
"TC0100000922.mm.2";6,83290098811175;6,72472725690184;6,85190943705644;7,08398697701361;6,86349670888973;6,8845568264092;6,46474700658277;6,8998576002844;6,73078631421453;6,74613812277382;6,77099378064629
"TC0300002491.mm.2";9,64398560169947;9,69411568679368;9,54931308675979;9,53263326067292;9,83963549409257;9,61309257168486;9,79095215522012;10,0802764911946;9,75576437413536;9,36615454139022;9,75375122920358
"TC1200002070.mm.2";7,23149272009922;7,23845665362794;7,21677245747466;7,76057030505983;6,99269305202173;7,34124477421658;7,150256408501;7,42692411632711;7,26453215880897;7,54112569974221;7,29542117615079
"TC0900003312.mm.2";4,91773246011079;5,04266417327848;5,67137657334192;3,05487369861245;4,96341411814758;5,90560313029141;4,61484877460915;5,49395340563036;3,88871115081424;4,55004766561048;3,02989278230786
"TC1200002088.mm.2";1,56545339396223;1,801952194753;1,58046345711092;1,91578594915407;2,21879961627778;2,06717817404915;1,96788002891198;1,69543196659887;1,77442426070813;1,64865628680996;1,82790540863745
"TC1200000856.mm.2";5,10649048491388;5,44014647104972;4,71126249374872;4,82261003275758;5,26276057545137;4,38130261338615;5,13651745343361;4,89606370061799;4,90372821647157;4,212057783627;4,3729463636735
"TC0400003724.mm.2";7,18738833293456;7,6710904462479;7,11645567713153;6,600941313227;7,59590933590324;8,05011944949213;8,59866032352543;7,75916001581435;8,42529032078837;8,85250607158961;8,1956199422092
"TC1200002110.mm.2";8,39911874530372;8,82215566874312;8,75244954759897;9,37848854868252;8,88363159621243;8,9206867956756;8,7936991657422;9,03233561636257;8,66999390340195;8,47082352884353;8,69508320776909
"TC1200002113.mm.2";4,51584908108123;3,95501923532822;3,9221055626282;4,37310258018458;3,45240311452227;3,54648754701817;4,91348317472165;3,22121534740685;3,39598228634545;3,64581353287003;3,04998716351846
"TSUnmapped00000007.mm.2";2,68231703850778;3,18671808645666;2,94514260881231;2,66977160213332;2,84736447142469;3,52971772071748;3,19708305146797;2,71594442782077;2,98549694320321;3,00943951971923;3,47875816635201
"TC1100001586.mm.2";8,11653969326201;7,59029450449439;7,58218232418313;7,62176250908957;7,51065492184239;7,16431064323148;7,5005798049815;7,6493387925974;7,73318526767846;7,09212431689659;7,18150303031
"TC0100000999.mm.2";2,58112345530413;2,589289394968;2,30585724339377;2,61852018695309;2,62279688955982;2,44393536501813;2,54308249334839;2,42337864155042;2,3451369750465;2,37940342702629;2,46180924126784
"TC0800002955.mm.2";9,28043242841414;9,16002403095098;9,43900446445091;9,41222795098523;9,32544819923185;9,3341329991717;9,70178245801767;9,44548505790872;9,31931291975551;9,47396373579021;9,43882715480231
"TC1200002236.mm.2";4,11588496957911;3,71268315826297;3,60927678358582;3,85207181443666;3,11903368303259;3,56495553604945;3,07421914963539;3,4717580686225;3,54883697469064;3,11593611889718;3,34465968848804
"TC1200001010.mm.2";7,4555114300044;6,74179989743361;7,09217042083582;6,26504479263554;7,00029225755066;7,05562908770041;5,69871250543937;6,80539817818692;6,19774952395728;6,89827866182472;6,80733185211844
"TC1200002256.mm.2";8,23401373670297;8,16703079374387;8,23397753437977;8,32172119512513;8,25557061239728;8,24201504040428;8,16680241458978;7,94439222633013;8,01476366165593;8,17832376865061;8,10577411734263
"TC1200002524.mm.2";6,74011430847512;7,73534588225289;7,31951999004248;6,89218480603178;8,04118354535979;8,35196884208607;7,41668553911443;7,7024618153205;7,39273381051979;8,106751815105;7,14964663233397
"TC1200001043.mm.2";3,74104067226931;2,85492564700212;2,5778861858479;2,8815650204215;2,57428226480807;2,68181418936864;2,5738546464711;2,42736468968488;2,52004266317827;2,73373059044104;3,88447856176131
"TC1200001288.mm.2";1,87737352750144;1,74924140983279;2,05005456409029;1,98547145599773;1,66743305248606;1,95152844999539;2,10317534873639;1,88755657058429;1,98862915214254;2,89513625488913;2,01615266736742
"TC1200001289.mm.2";3,61984426325447;3,43492553937372;2,87852659276652;2,86397531357839;3,33134402235621;3,00422090617688;3,05031147919954;3,20872995020963;2,98478986153219;2,77310632025773;2,79070911473615
"TC0300003084.mm.2";2,74674916146972;2,94239826155216;2,84964139331993;2,93036849484123;2,89704083474456;2,74501510317511;2,86814744447488;2,24788880652926;3,08453978697897;2,84964139331993;2,87800534196189
"TC0600002142.mm.2";4,48934294319237;3,83475739938185;3,14614287760717;3,16289534829931;5,25727898228365;4,5974421446267;4,0526612859957;4,72816171111427;5,26287125136192;6,80887049197018;4,99815454869838
"TC1200001335.mm.2";1,66574448789734;1,58059775232626;1,47906375153176;1,58090031185024;1,58436485300881;1,54560608607012;1,3107988803803;1,46859361144274;1,71027462721787;1,25108762092534;1,55547716543099
"TC1300000015.mm.2";2,41279385391787;2,61138085245148;2,21651019858046;2,83408594051613;2,44816630454939;3,21912489766275;3,26413024190602;2,51945023521699;2,62096773443495;2,54516078379321;2,53508668885032
"TC1300000028.mm.2";9,31865401078128;9,19357334807396;9,22185065955912;9,49636977004741;9,45594895680632;9,84634494767466;9,10337374477181;9,18309145431651;9,13446644281535;9,83892369410296;9,3373090765843
"TC0100003341.mm.2";2,6684903671619;2,81939012615073;2,35800638572892;2,55444299286403;3,1337409451404;2,56665314031293;2,35999817157354;2,58717463523141;2,98895580545385;2,6684903671619;2,59923292224084
"TC1300001445.mm.2";8,31965967720517;8,10786833221382;7,97683113170926;8,10349131218858;7,7596330757731;8,20052858446977;8,32438943627153;8,07688859664692;7,98401291326171;8,12148100291533;8,02887829710751
"TC1700000473.mm.2";6,68103615035414;6,82156333689561;6,68405011984819;7,08563174949226;6,6693273861559;7,03565544536506;7,5127901876786;6,36179047715297;6,9397877433723;7,10088620953475;6,98789095138584
"TC0800001524.mm.2";8,01821048775999;7,93067813384177;8,13633425669283;8,53989767071041;7,91034977072468;8,1313210999374;7,77995469230811;8,05828534487077;7,95923205293417;8,16078745223809;8,11331047969278
"TC0800000251.mm.2";2,7530776995409;2,35934364715275;2,54166043286779;2,57093214325405;2,59755770300431;2,13968659482488;2,44527257538398;1,8225224432573;2,231934717838;2,09291385151073;2,64208653299664
"TC1300001626.mm.2";1,90717694723908;1,87042466513075;1,8831813738459;2,00107814327607;2,00016198496165;2,35995447131739;1,58583843751616;1,99178974941203;2,71772832465551;3,10725490329306;1,72804489833339
"TC0200005415.mm.2";9,62786236284157;9,48040706537141;9,43232661199722;9,52684365454679;9,39151055280173;9,447753060646;9,09674132025246;9,38472563641938;9,12156910993014;9,16479781781249;9,22869198115338
"TC1300001759.mm.2";4,07052302307558;3,57007221818638;3,8321664454005;4,55763594455992;3,31777066710514;4,04702857875017;3,50372167918033;2,94411448045527;4,57012858365476;6,01971062405876;3,07983108799198
"TC1300000376.mm.2";2,71935053163348;2,04276842045335;2,32068643349995;2,26927011955209;2,99353697456098;2,42617631059891;2,98848476685604;1,89889667090956;2,2434805762242;2,22909953348219;2,40731162597058
"TC0500001938.mm.2";8,10372108755529;7,75830780868224;8,12602118458976;7,71588444142691;7,87309811402983;8,17918024198343;7,80201197359584;7,91704789768868;7,62386120242883;7,99219996649326;7,63400502737139
"TC0700001287.mm.2";3,00061298648662;2,68265435712468;2,01374152907523;2,86661846373323;2,26173741558024;2,6678655101934;2,6583343663536;2,8449656567143;3,12010896206777;2,96564241732176;2,67000670754301
"TC0800002591.mm.2";6,20892117201291;6,75682927252374;6,59709840494034;6,25966594424409;6,42906116190969;6,57008609333836;5,83181124995393;6,72371944308694;6,28132483679718;6,35078728451625;6,51691906465517
"TC1300000726.mm.2";2,55794909458602;3,32999758232134;2,75315762851674;2,79746821896267;3,0503394088044;2,48531418240819;3,38294687480587;3,60841197946401;2,86356352736435;3,15390279496997;2,82909938676933
"TC1300002123.mm.2";3,69657649593898;3,69158712224618;4,5556876380857;4,02566039567147;3,75841284596427;3,67430647108707;3,17562614286994;4,14088835694306;3,82019018234233;3,42562090946501;3,62810129293559
"TC1300002197.mm.2";8,38095408495408;8,54615435343492;8,46140158537997;8,39897335285888;8,46936021198565;8,40887165460381;9,02357566481974;8,10044309268222;8,32858866220802;8,47483959294511;8,30691405716787
"TC1300002208.mm.2";1,79642869368486;1,54741657191916;1,82592323989846;2,0063392234755;1,91141415528372;1,72423985263936;1,61746920408837;2,61032274481579;2,209712760559;1,99624139079551;2,45244842415618
"TC1300000785.mm.2";1,79416095183422;1,78141027963479;1,64058271593602;1,72144560882585;2,25807499974439;1,56399989222226;1,48330074787989;1,50375849677646;1,88494731288432;1,88499338397511;1,65819642564226
"TC1300002243.mm.2";4,46402415979442;4,22614633978589;4,5024210735631;4,57133310440585;4,25408720190052;4,7242287169097;4,32204367997544;4,69836094771297;4,49370603038035;4,93133734719414;3,42672066227906
"TC1300002249.mm.2";5,67246595732582;5,48697770923525;5,67051858473334;5,5649450855809;5,6276475715114;5,32274087848853;5,48440079597964;5,26136883342136;5,02776080167872;5,77091863508917;4,950514479402
"TC1300002775.mm.2";5,87812894533911;6,149971704867;6,03534407870311;5,8854915780606;6,10965741018005;6,22462982850212;5,86540625770352;5,90296099200427;6,66048361716884;6,12211902906582;5,86577015338474
"TC0900000296.mm.2";10,5946929674483;10,6755449646353;10,7025114885225;10,7136231598097;10,6406025537046;10,6697846349276;11,0038517756909;10,6038041446495;10,656657049412;10,485443770445;10,5618400665899
"TC1600001071.mm.2";6,84618047631677;6,92241926195994;6,7762539344212;6,86170188396749;7,14475767359774;6,70174410876884;6,81861730711322;6,78310098081507;6,71377134816606;7,12860944311794;7,24512884578223
"TC1300002321.mm.2";4,7544538887452;5,09767419250628;5,3792889689415;4,63948638567121;4,69654769413836;4,94205534692798;4,4974118428289;4,47160527957588;5,09869250305241;4,60377030435819;4,13503600399472
"TC1300002340.mm.2";2,62622900997327;2,67689179698149;2,47370977548067;2,84563394356541;2,81868287444225;2,17057441123261;2,11264971625187;2,52394099268069;2,36416303380289;2,89288488170266;2,00938612557434
"TC0900001243.mm.2";7,77065787771726;8,00185975298161;7,82563070406456;7,87665334910829;7,57503325303155;7,58231259327058;7,79482546048561;7,72388136316854;7,70356581913495;8,20308333024642;7,77491936514207
"TC0100002631.mm.2";7,48340600100886;7,45047860055183;7,28910017292254;7,42498653331954;7,38690608244262;7,08469043278914;7,24210390321814;7,30489371958015;7,20162221457424;6,59111029611621;7,18564519578931
"TC1200002242.mm.2";11,4884548202921;11,3372518374025;11,370836814634;11,3428646132554;11,4435013132848;11,3802525692755;11,1642451901137;11,35134220994;11,156775757219;10,784923331779;11,3783987191073
"TC0700002181.mm.2";9,75250735710037;9,94236740550672;9,92707399025078;9,95834373951649;10,0318451267395;9,80127343752218;9,37090175894629;10,0258126950959;10,0483419533173;9,22927714774527;9,79399448403139
"TC1100000918.mm.2";8,98679304632844;8,86881640015358;8,83604460271402;8,74315847344412;8,97176160556134;8,93537958129816;8,53145449207037;9,02051698480507;9,06619647222136;8,93657693627147;8,98525133630119
"TC1300002510.mm.2";10,6975397146073;10,5795638447606;10,5559836493606;10,6055594016065;10,5784618842959;10,5616170945446;10,3148030215292;10,3766878692872;10,2191980159299;10,5963700206788;10,3577444090824
"TC1500000037.mm.2";7,01005330411643;7,14902693802499;6,9183547048547;7,08151685491633;7,45855076354316;7,7415402521635;8,33534527895507;7,76838710728012;8,36402636158179;8,98070828718639;7,54201066601771
"TC1300001128.mm.2";4,33800983501464;4,4017033726284;4,29408558964786;4,23166961308479;4,42698818704583;4,24775168662449;3,61816385011056;4,25803814706983;4,50838606901917;4,07990131045785;4,06592124262957
"TC0500002745.mm.2";9,14734095299014;9,26340531223;9,2400447661192;9,27175186220183;9,25675508261896;9,29575911838249;9,3819118573101;8,97810718477647;9,06840093059965;9,43509773521333;8,9257700421647
"TC1300000607.mm.2";6,17430335316278;6,53250957673382;6,53210928809929;6,64891736697885;6,54537811329664;6,31706234864522;5,95046761847935;6,27584851777664;6,65085394797501;6,45761758750263;6,38253604678896
"TC0X00000757.mm.2";2,21685527080649;2,13548363367793;2,14955281226688;2,63216119738373;1,59685775896305;2,27458337803328;2,07195996846537;1,87403450463281;1,99752386204802;1,86672019007816;2,35909171202821
"TC1300002597.mm.2";7,85329484573906;7,77530753304809;7,78598522543546;7,6052470527947;7,58362537404336;7,55573362151738;7,65243377665021;7,67839659333733;7,74360926845354;7,64515763092998;7,57080777167587
"TC0600002643.mm.2";8,8816470470762;8,70501884714083;8,76344057965495;8,42151982160086;8,44816889027402;8,74937655973755;7,87199344741362;8,86256195892521;8,60598039050201;8,61901533436921;8,34203340764433
"TC0800002399.mm.2";5,82353385824279;5,44754165046248;5,6696803715731;5,66724526212833;5,25969656115911;5,27549109787282;4,94671762911292;5,01389587630588;5,72046848301361;6,07995951443718;5,9076256194974
"TC1000000718.mm.2";4,61723995802219;5,0004236747213;4,14665217737761;4,39530891851361;4,35993834855187;4,32174614446338;4,32724144367852;4,2708647376017;4,67648534655069;5,20965813258757;4,99786738356328
"TC1300002654.mm.2";4,66514036444691;4,62934502058389;5,02379583652405;3,87793007963574;4,61602601192459;5,31615421458978;4,61711803072032;4,47959199661521;4,5212870395695;4,99098838123763;4,07444857281007
"TC1400001253.mm.2";6,76928876658637;6,49603211030952;6,486766986694;6,33926036092397;6,35934828394767;6,35173028402678;5,94023602904343;6,51703724930804;6,71377322909572;6,58883354521199;6,78188643154795
"TC1300001248.mm.2";2,0386635228566;2,52189515234788;3,86054518602194;2,42910609020428;1,77837092140997;1,80917820932958;2,11110282545428;1,78787770054489;1,49178625580118;2,18503079045685;1,99754623893503
"TC1300001278.mm.2";5,29535665192582;5,17519767703257;5,71908292896116;5,24172743400179;5,31091658354247;5,1985117043539;5,04842192211518;5,40110959382201;5,26816867371342;5,27591077194232;5,48041273555019
"TC0X00000169.mm.2";2,40958302255821;2,59104941246348;2,42262644295051;2,50162069832826;2,48799965252257;2,17893360431444;2,58946632327225;2,72307149661559;2,45932513868682;3,19153877221294;2,25707479236871
"TC0200004363.mm.2";3,46552328153194;3,05588063040319;2,33715616220839;3,54430803283653;3,01699451064014;3,46680738559639;3,71853421764829;3,95692284594866;5,65044380859271;4,92392550398399;4,24353996603319
"TC0100003603.mm.2";5,145007331941;4,60087949092514;4,22233516155622;4,37123274543017;4,68729299804723;4,09084764528991;3,82534991294626;4,45960966772058;5,01655402036526;5,72448701519409;5,44372457446444
"TC1300002535.mm.2";7,79613877996307;7,64877227739915;7,42995925258858;7,5666813405663;7,55156556199184;7,22888966695758;7,2342935198538;7,49904333800744;7,41717008480559;7,4288897345701;7,19384763490641
"TC0300002360.mm.2";8,33471858997778;8,15922931376998;8,41743259529949;8,48210707841057;8,09490167842991;8,08960347136397;8,9497443887623;8,2743874238111;8,45059829854801;8,33259499888881;8,44902463577836
"TC1400000281.mm.2";5,1480910266814;4,87963231090063;5,0202928948272;4,47186216382953;5,09809916906566;4,82924173869488;4,83518533582218;5,04596658116969;5,60257438125033;5,20218238446426;5,24417697472283
"TC0700002758.mm.2";2,74429524613945;2,69172535512682;3,54188681484773;2,95828850778319;3,73407068390276;3,92045704121718;2,88555609459975;3,24328457226164;3,48289960428099;4,63134410025503;3,45354990943031
"TC1400000344.mm.2";2,55969879849937;2,31757068286635;3,59097396370283;2,57631881918625;2,7046766131165;2,19625295046276;2,11719845495962;2,38370412752873;2,69971786951048;2,64100553458558;2,87185302600962
"TC1400000358.mm.2";3,87550986490803;4,00723727966726;4,29323151929184;3,8087625000904;3,56017307276329;3,87064536335683;3,5859327996419;4,16832472550286;4,2798546149051;3,83334502231647;3,6441103068586
"TC1400000367.mm.2";3,97261038333678;4,01345799853;4,16607417988579;3,60758802946691;4,29134342864602;3,8365740480061;4,01352696295186;3,98934659653874;4,43066701918862;3,34113821461722;3,92459187928781
"TC1400001738.mm.2";1,84288685986482;2,16741065438125;2,14772030571897;2,88289265615131;2,35248460493869;1,87261346694802;2,54018091133723;2,34844691099655;2,11510673158899;2,30536288953815;2,24972773374599
"TC1400000392.mm.2";3,14654872121395;2,83431832980403;3,44365357989239;3,0043027254979;2,76049167105906;3,25894503920882;3,42841060358965;3,13668160457782;3,16614649631971;2,2050335058556;2,27537919483618
"TC1400000393.mm.2";1,91247683643778;1,70397167631126;1,58083225469878;1,59458443872133;2,00244986112089;1,85237408966326;1,63616665832108;2,19614362046983;1,82807880912307;1,75897241858697;2,45285451688685
"TC0300003071.mm.2";8,22994099141904;8,39974993460575;8,04371924111098;8,59834573442328;8,34670893016893;8,33973623348248;8,36013297857566;8,43489468765553;8,44013794435237;8,52133553602154;8,53927940963979
"TC1400000552.mm.2";2,96582264730718;3,85932648507691;3,63921798338238;2,70814620096686;3,22778403217776;4,10090443093835;4,56794707957156;2,74027893568523;3,24883007492372;4,22863023199101;3,00211801259771
"TC1400001986.mm.2";3,33225645035349;2,47420638693883;2,79980015137256;2,79297090497832;2,68549585996447;2,70456498499941;2,61547683605847;2,68386717684503;2,70067709767671;2,92000134335896;3,33359580982038
"TC1400002062.mm.2";4,88612803991219;4,80454127159465;5,22530647811892;4,8376937308279;4,77551289542646;5,16396124872855;4,28693610506304;4,89035119934311;4,81710042209261;4,73488635209372;4,17199587781682
"TC1400002069.mm.2";6,52510603138578;6,13399665876023;5,98906404723736;6,16079026946195;6,78616366655469;6,45982682834285;5,87827843543742;6,31354032802824;5,15559418879983;6,28257021745733;6,47155794987059
"TC1400002079.mm.2";5,76978132066483;6,11830726548911;5,68449329149212;5,6634877574112;6,20195018776775;6,38748476099541;6,37343914187454;6,28562457202765;6,05456272040865;6,15076215334711;6,0457809409647
"TC1400000818.mm.2";4,54846706028644;4,92168326683084;4,90083066989202;5,2074508426312;4,69835073960288;4,89152409382412;4,37996973833431;4,70789134930446;4,46962130946491;4,63477531158248;5,09087817795004
"TC0500003225.mm.2";4,25413773390424;4,39204629296842;4,34335212480043;4,75385150496603;4,93059436405913;4,79909141349489;4,9457200503953;4,2913947383314;5,25552883138102;5,22614896892196;4,71311203001574
"TC1400000853.mm.2";4,98496581794404;4,38123895774162;4,73854932968733;4,46878048978001;5,13371953795004;4,39837323524161;3,5795869843742;4,15288407940718;4,61701688470398;4,22080265874092;4,40492625663207
